"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","month","day","hour","DLY-TAVG-NORMAL","meas_flag_DLY-TAVG-NORMAL","comp_flag_DLY-TAVG-NORMAL","years_DLY-TAVG-NORMAL","DLY-TMAX-NORMAL","meas_flag_DLY-TMAX-NORMAL","comp_flag_DLY-TMAX-NORMAL","years_DLY-TMAX-NORMAL","DLY-TMIN-NORMAL","meas_flag_DLY-TMIN-NORMAL","comp_flag_DLY-TMIN-NORMAL","years_DLY-TMIN-NORMAL","DLY-DUTR-NORMAL","meas_flag_DLY-DUTR-NORMAL","comp_flag_DLY-DUTR-NORMAL","years_DLY-DUTR-NORMAL","DLY-TAVG-STDDEV","meas_flag_DLY-TAVG-STDDEV","comp_flag_DLY-TAVG-STDDEV","years_DLY-TAVG-STDDEV","DLY-TMAX-STDDEV","meas_flag_DLY-TMAX-STDDEV","comp_flag_DLY-TMAX-STDDEV","years_DLY-TMAX-STDDEV","DLY-TMIN-STDDEV","meas_flag_DLY-TMIN-STDDEV","comp_flag_DLY-TMIN-STDDEV","years_DLY-TMIN-STDDEV","DLY-DUTR-STDDEV","meas_flag_DLY-DUTR-STDDEV","comp_flag_DLY-DUTR-STDDEV","years_DLY-DUTR-STDDEV","DLY-HTDD-NORMAL","meas_flag_DLY-HTDD-NORMAL","comp_flag_DLY-HTDD-NORMAL","years_DLY-HTDD-NORMAL","DLY-HTDD-BASE40","meas_flag_DLY-HTDD-BASE40","comp_flag_DLY-HTDD-BASE40","years_DLY-HTDD-BASE40","DLY-HTDD-BASE45","meas_flag_DLY-HTDD-BASE45","comp_flag_DLY-HTDD-BASE45","years_DLY-HTDD-BASE45","DLY-HTDD-BASE50","meas_flag_DLY-HTDD-BASE50","comp_flag_DLY-HTDD-BASE50","years_DLY-HTDD-BASE50","DLY-HTDD-BASE55","meas_flag_DLY-HTDD-BASE55","comp_flag_DLY-HTDD-BASE55","years_DLY-HTDD-BASE55","DLY-HTDD-BASE57","meas_flag_DLY-HTDD-BASE57","comp_flag_DLY-HTDD-BASE57","years_DLY-HTDD-BASE57","DLY-HTDD-BASE60","meas_flag_DLY-HTDD-BASE60","comp_flag_DLY-HTDD-BASE60","years_DLY-HTDD-BASE60","DLY-CLDD-NORMAL","meas_flag_DLY-CLDD-NORMAL","comp_flag_DLY-CLDD-NORMAL","years_DLY-CLDD-NORMAL","DLY-CLDD-BASE40","meas_flag_DLY-CLDD-BASE40","comp_flag_DLY-CLDD-BASE40","years_DLY-CLDD-BASE40","DLY-CLDD-BASE45","meas_flag_DLY-CLDD-BASE45","comp_flag_DLY-CLDD-BASE45","years_DLY-CLDD-BASE45","DLY-CLDD-BASE50","meas_flag_DLY-CLDD-BASE50","comp_flag_DLY-CLDD-BASE50","years_DLY-CLDD-BASE50","DLY-CLDD-BASE55","meas_flag_DLY-CLDD-BASE55","comp_flag_DLY-CLDD-BASE55","years_DLY-CLDD-BASE55","DLY-CLDD-BASE57","meas_flag_DLY-CLDD-BASE57","comp_flag_DLY-CLDD-BASE57","years_DLY-CLDD-BASE57","DLY-CLDD-BASE60","meas_flag_DLY-CLDD-BASE60","comp_flag_DLY-CLDD-BASE60","years_DLY-CLDD-BASE60","DLY-CLDD-BASE70","meas_flag_DLY-CLDD-BASE70","comp_flag_DLY-CLDD-BASE70","years_DLY-CLDD-BASE70","DLY-CLDD-BASE72","meas_flag_DLY-CLDD-BASE72","comp_flag_DLY-CLDD-BASE72","years_DLY-CLDD-BASE72","DLY-GRDD-BASE65","meas_flag_DLY-GRDD-BASE65","comp_flag_DLY-GRDD-BASE65","years_DLY-GRDD-BASE65","DLY-GRDD-BASE40","meas_flag_DLY-GRDD-BASE40","comp_flag_DLY-GRDD-BASE40","years_DLY-GRDD-BASE40","DLY-GRDD-BASE45","meas_flag_DLY-GRDD-BASE45","comp_flag_DLY-GRDD-BASE45","years_DLY-GRDD-BASE45","DLY-GRDD-BASE50","meas_flag_DLY-GRDD-BASE50","comp_flag_DLY-GRDD-BASE50","years_DLY-GRDD-BASE50","DLY-GRDD-BASE55","meas_flag_DLY-GRDD-BASE55","comp_flag_DLY-GRDD-BASE55","years_DLY-GRDD-BASE55","DLY-GRDD-BASE57","meas_flag_DLY-GRDD-BASE57","comp_flag_DLY-GRDD-BASE57","years_DLY-GRDD-BASE57","DLY-GRDD-BASE60","meas_flag_DLY-GRDD-BASE60","comp_flag_DLY-GRDD-BASE60","years_DLY-GRDD-BASE60","DLY-GRDD-BASE70","meas_flag_DLY-GRDD-BASE70","comp_flag_DLY-GRDD-BASE70","years_DLY-GRDD-BASE70","DLY-GRDD-BASE72","meas_flag_DLY-GRDD-BASE72","comp_flag_DLY-GRDD-BASE72","years_DLY-GRDD-BASE72","DLY-GRDD-TB4886","meas_flag_DLY-GRDD-TB4886","comp_flag_DLY-GRDD-TB4886","years_DLY-GRDD-TB4886","DLY-GRDD-TB5086","meas_flag_DLY-GRDD-TB5086","comp_flag_DLY-GRDD-TB5086","years_DLY-GRDD-TB5086","DLY-PRCP-PCTALL-GE001HI","meas_flag_DLY-PRCP-PCTALL-GE001HI","comp_flag_DLY-PRCP-PCTALL-GE001HI","years_DLY-PRCP-PCTALL-GE001HI","DLY-PRCP-PCTALL-GE010HI","meas_flag_DLY-PRCP-PCTALL-GE010HI","comp_flag_DLY-PRCP-PCTALL-GE010HI","years_DLY-PRCP-PCTALL-GE010HI","DLY-PRCP-PCTALL-GE025HI","meas_flag_DLY-PRCP-PCTALL-GE025HI","comp_flag_DLY-PRCP-PCTALL-GE025HI","years_DLY-PRCP-PCTALL-GE025HI","DLY-PRCP-PCTALL-GE050HI","meas_flag_DLY-PRCP-PCTALL-GE050HI","comp_flag_DLY-PRCP-PCTALL-GE050HI","years_DLY-PRCP-PCTALL-GE050HI","DLY-PRCP-PCTALL-GE100HI","meas_flag_DLY-PRCP-PCTALL-GE100HI","comp_flag_DLY-PRCP-PCTALL-GE100HI","years_DLY-PRCP-PCTALL-GE100HI","DLY-PRCP-PCTALL-GE200HI","meas_flag_DLY-PRCP-PCTALL-GE200HI","comp_flag_DLY-PRCP-PCTALL-GE200HI","years_DLY-PRCP-PCTALL-GE200HI","DLY-PRCP-PCTALL-GE400HI","meas_flag_DLY-PRCP-PCTALL-GE400HI","comp_flag_DLY-PRCP-PCTALL-GE400HI","years_DLY-PRCP-PCTALL-GE400HI","DLY-PRCP-PCTALL-GE600HI","meas_flag_DLY-PRCP-PCTALL-GE600HI","comp_flag_DLY-PRCP-PCTALL-GE600HI","years_DLY-PRCP-PCTALL-GE600HI","DLY-PRCP-25PCTL","meas_flag_DLY-PRCP-25PCTL","comp_flag_DLY-PRCP-25PCTL","years_DLY-PRCP-25PCTL","DLY-PRCP-50PCTL","meas_flag_DLY-PRCP-50PCTL","comp_flag_DLY-PRCP-50PCTL","years_DLY-PRCP-50PCTL","DLY-PRCP-75PCTL","meas_flag_DLY-PRCP-75PCTL","comp_flag_DLY-PRCP-75PCTL","years_DLY-PRCP-75PCTL","MTD-PRCP-NORMAL","meas_flag_MTD-PRCP-NORMAL","comp_flag_MTD-PRCP-NORMAL","years_MTD-PRCP-NORMAL","YTD-PRCP-NORMAL","meas_flag_YTD-PRCP-NORMAL","comp_flag_YTD-PRCP-NORMAL","years_YTD-PRCP-NORMAL"
"USW00012918","01-11"," 29.6381"," -95.2819","  13.4","HOUSTON HOBBY AP, TX US","01","11","99","    54.3"," ","R","15","    63.6"," ","R","15","    45.0"," ","R","15","    18.6"," ","R","15","     9.2"," ","R","15","    10.2"," ","R","15","     9.7"," ","R","15","     7.4"," ","R","15","    11.4"," ","R","15","     0.4"," ","R","15","     1.0"," ","R","15","     2.1"," ","R","15","     4.3"," ","R","15","     5.4"," ","R","15","     7.5"," ","R","15","     0.7"," ","R","15","    14.7"," ","R","15","    10.3"," ","R","15","     6.4"," ","R","15","     3.6"," ","R","15","     2.7"," ","R","15","     1.7"," ","R","15","     0.2"," ","R","15","     0.1"," ","R","15","     0.7"," ","R","15","    14.7"," ","R","15","    10.3"," ","R","15","     6.4"," ","R","15","     3.6"," ","R","15","     2.7"," ","R","15","     1.7"," ","R","15","     0.2"," ","R","15","     0.1"," ","R","15","     9.5"," ","R","15","     8.3"," ","R","15","    34.1"," ","S","15","    19.1"," ","S","15","    12.0"," ","S","15","     8.8"," ","S","15","     3.3"," ","S","15","     0.7"," ","S","15","     0.3"," ","S","15","     0.0"," ","S","15","    0.04"," ","S","15","    0.12"," ","S","15","    0.49"," ","S","15","    1.41"," ","S","15","    1.41"," ","S","15"
"USW00012918","01-12"," 29.6381"," -95.2819","  13.4","HOUSTON HOBBY AP, TX US","01","12","99","    54.3"," ","R","15","    63.6"," ","R","15","    45.0"," ","R","15","    18.6"," ","R","15","     9.2"," ","R","15","    10.1"," ","R","15","     9.7"," ","R","15","     7.4"," ","R","15","    11.4"," ","R","15","     0.4"," ","R","15","     1.0"," ","R","15","     2.1"," ","R","15","     4.3"," ","R","15","     5.4"," ","R","15","     7.4"," ","R","15","     0.7"," ","R","15","    14.7"," ","R","15","    10.3"," ","R","15","     6.4"," ","R","15","     3.6"," ","R","15","     2.7"," ","R","15","     1.7"," ","R","15","     0.2"," ","R","15","     0.1"," ","R","15","     0.7"," ","R","15","    14.7"," ","R","15","    10.3"," ","R","15","     6.4"," ","R","15","     3.6"," ","R","15","     2.7"," ","R","15","     1.7"," ","R","15","     0.2"," ","R","15","     0.1"," ","R","15","     9.5"," ","R","15","     8.3"," ","R","15","    34.1"," ","S","15","    19.2"," ","S","15","    12.0"," ","S","15","     8.8"," ","S","15","     3.3"," ","S","15","     0.7"," ","S","15","     0.3"," ","S","15","     0.0"," ","S","15","    0.04"," ","S","15","    0.12"," ","S","15","    0.49"," ","S","15","    1.54"," ","S","15","    1.54"," ","S","15"
"USW00012918","01-13"," 29.6381"," -95.2819","  13.4","HOUSTON HOBBY AP, TX US","01","13","99","    54.3"," ","R","15","    63.6"," ","R","15","    45.0"," ","R","15","    18.7"," ","R","15","     9.1"," ","R","15","    10.1"," ","R","15","     9.6"," ","R","15","     7.4"," ","R","15","    11.3"," ","R","15","     0.4"," ","R","15","     1.0"," ","R","15","     2.1"," ","R","15","     4.2"," ","R","15","     5.3"," ","R","15","     7.4"," ","R","15","     0.6"," ","R","15","    14.7"," ","R","15","    10.3"," ","R","15","     6.4"," ","R","15","     3.5"," ","R","15","     2.7"," ","R","15","     1.7"," ","R","15","     0.1"," ","R","15","     0.1"," ","R","15","     0.6"," ","R","15","    14.7"," ","R","15","    10.3"," ","R","15","     6.4"," ","R","15","     3.5"," ","R","15","     2.7"," ","R","15","     1.7"," ","R","15","     0.1"," ","R","15","     0.1"," ","R","15","     9.5"," ","R","15","     8.3"," ","R","15","    34.0"," ","S","15","    19.2"," ","S","15","    11.9"," ","S","15","     8.7"," ","S","15","     3.2"," ","S","15","     0.7"," ","S","15","     0.3"," ","S","15","     0.0"," ","S","15","    0.04"," ","S","15","    0.12"," ","S","15","    0.48"," ","S","15","    1.67"," ","S","15","    1.67"," ","S","15"
"USW00012918","01-14"," 29.6381"," -95.2819","  13.4","HOUSTON HOBBY AP, TX US","01","14","99","    54.3"," ","R","15","    63.7"," ","R","15","    45.0"," ","R","15","    18.7"," ","R","15","     9.1"," ","R","15","    10.1"," ","R","15","     9.6"," ","R","15","     7.5"," ","R","15","    11.3"," ","R","15","     0.4"," ","R","15","     0.9"," ","R","15","     2.1"," ","R","15","     4.2"," ","R","15","     5.3"," ","R","15","     7.4"," ","R","15","     0.6"," ","R","15","    14.7"," ","R","15","    10.2"," ","R","15","     6.4"," ","R","15","     3.5"," ","R","15","     2.6"," ","R","15","     1.7"," ","R","15","     0.1"," ","R","15","     0.1"," ","R","15","     0.6"," ","R","15","    14.7"," ","R","15","    10.2"," ","R","15","     6.4"," ","R","15","     3.5"," ","R","15","     2.6"," ","R","15","     1.7"," ","R","15","     0.1"," ","R","15","     0.1"," ","R","15","     9.5"," ","R","15","     8.3"," ","R","15","    34.0"," ","S","15","    19.3"," ","S","15","    11.9"," ","S","15","     8.6"," ","S","15","     3.2"," ","S","15","     0.7"," ","S","15","     0.3"," ","S","15","     0.0"," ","S","15","    0.04"," ","S","15","    0.13"," ","S","15","    0.48"," ","S","15","    1.80"," ","S","15","    1.80"," ","S","15"
"USW00012918","01-15"," 29.6381"," -95.2819","  13.4","HOUSTON HOBBY AP, TX US","01","15","99","    54.3"," ","R","15","    63.7"," ","R","15","    45.0"," ","R","15","    18.7"," ","R","15","     9.1"," ","R","15","    10.0"," ","R","15","     9.6"," ","R","15","     7.5"," ","R","15","    11.3"," ","R","15","     0.3"," ","R","15","     0.8"," ","R","15","     2.0"," ","R","15","     4.1"," ","R","15","     5.2"," ","R","15","     7.3"," ","R","15","     0.6"," ","R","15","    14.6"," ","R","15","    10.2"," ","R","15","     6.3"," ","R","15","     3.4"," ","R","15","     2.6"," ","R","15","     1.6"," ","R","15","     0.1"," ","R","15","     0.1"," ","R","15","     0.6"," ","R","15","    14.6"," ","R","15","    10.2"," ","R","15","     6.3"," ","R","15","     3.4"," ","R","15","     2.6"," ","R","15","     1.6"," ","R","15","     0.1"," ","R","15","     0.1"," ","R","15","     9.5"," ","R","15","     8.3"," ","R","15","    34.1"," ","S","15","    19.3"," ","S","15","    12.0"," ","S","15","     8.6"," ","S","15","     3.2"," ","S","15","     0.7"," ","S","15","     0.3"," ","S","15","     0.0"," ","S","15","    0.04"," ","S","15","    0.13"," ","S","15","    0.48"," ","S","15","    1.92"," ","S","15","    1.92"," ","S","15"
"USW00012918","01-16"," 29.6381"," -95.2819","  13.4","HOUSTON HOBBY AP, TX US","01","16","99","    54.4"," ","R","15","    63.8"," ","R","15","    45.0"," ","R","15","    18.8"," ","R","15","     9.0"," ","R","15","    10.0"," ","R","15","     9.6"," ","R","15","     7.5"," ","R","15","    11.2"," ","R","15","     0.2"," ","R","15","     0.7"," ","R","15","     1.9"," ","R","15","     4.0"," ","R","15","     5.1"," ","R","15","     7.2"," ","R","15","     0.6"," ","R","15","    14.6"," ","R","15","    10.1"," ","R","15","     6.2"," ","R","15","     3.4"," ","R","15","     2.5"," ","R","15","     1.6"," ","R","15","     0.1"," ","R","15","     0.1"," ","R","15","     0.6"," ","R","15","    14.6"," ","R","15","    10.1"," ","R","15","     6.2"," ","R","15","     3.4"," ","R","15","     2.5"," ","R","15","     1.6"," ","R","15","     0.1"," ","R","15","     0.1"," ","R","15","     9.5"," ","R","15","     8.3"," ","R","15","    34.0"," ","S","15","    19.4"," ","S","15","    11.9"," ","S","15","     8.6"," ","S","15","     3.1"," ","S","15","     0.7"," ","S","15","     0.3"," ","S","15","     0.0"," ","S","15","    0.04"," ","S","15","    0.13"," ","S","15","    0.47"," ","S","15","    2.05"," ","S","15","    2.05"," ","S","15"
"USW00012918","01-17"," 29.6381"," -95.2819","  13.4","HOUSTON HOBBY AP, TX US","01","17","99","    54.4"," ","R","15","    63.8"," ","R","15","    45.0"," ","R","15","    18.8"," ","R","15","     9.0"," ","R","15","    10.0"," ","R","15","     9.5"," ","R","15","     7.5"," ","R","15","    11.2"," ","R","15","     0.2"," ","R","15","     0.6"," ","R","15","     1.8"," ","R","15","     3.9"," ","R","15","     5.1"," ","R","15","     7.2"," ","R","15","     0.6"," ","R","15","    14.6"," ","R","15","    10.1"," ","R","15","     6.2"," ","R","15","     3.3"," ","R","15","     2.5"," ","R","15","     1.6"," ","R","15","     0.1"," ","R","15","     0.0","X","R","15","     0.6"," ","R","15","    14.6"," ","R","15","    10.1"," ","R","15","     6.2"," ","R","15","     3.3"," ","R","15","     2.5"," ","R","15","     1.6"," ","R","15","     0.1"," ","R","15","     0.0","X","R","15","     9.4"," ","R","15","     8.2"," ","R","15","    33.9"," ","S","15","    19.4"," ","S","15","    11.9"," ","S","15","     8.5"," ","S","15","     3.1"," ","S","15","     0.7"," ","S","15","     0.2"," ","S","15","     0.0"," ","S","15","    0.04"," ","S","15","    0.13"," ","S","15","    0.47"," ","S","15","    2.17"," ","S","15","    2.17"," ","S","15"
"USW00012918","01-18"," 29.6381"," -95.2819","  13.4","HOUSTON HOBBY AP, TX US","01","18","99","    54.5"," ","R","15","    63.9"," ","R","15","    45.1"," ","R","15","    18.8"," ","R","15","     9.0"," ","R","15","     9.9"," ","R","15","     9.5"," ","R","15","     7.6"," ","R","15","    11.1"," ","R","15","     0.2"," ","R","15","     0.6"," ","R","15","     1.7"," ","R","15","     3.8"," ","R","15","     5.0"," ","R","15","     7.1"," ","R","15","     0.6"," ","R","15","    14.6"," ","R","15","    10.1"," ","R","15","     6.2"," ","R","15","     3.3"," ","R","15","     2.5"," ","R","15","     1.6"," ","R","15","     0.1"," ","R","15","     0.0","X","R","15","     0.6"," ","R","15","    14.6"," ","R","15","    10.1"," ","R","15","     6.2"," ","R","15","     3.3"," ","R","15","     2.5"," ","R","15","     1.6"," ","R","15","     0.1"," ","R","15","     0.0","X","R","15","     9.5"," ","R","15","     8.2"," ","R","15","    33.8"," ","S","15","    19.3"," ","S","15","    11.9"," ","S","15","     8.4"," ","S","15","     3.1"," ","S","15","     0.7"," ","S","15","     0.2"," ","S","15","     0.0"," ","S","15","    0.04"," ","S","15","    0.13"," ","S","15","    0.47"," ","S","15","    2.28"," ","S","15","    2.28"," ","S","15"
"USW00012918","01-19"," 29.6381"," -95.2819","  13.4","HOUSTON HOBBY AP, TX US","01","19","99","    54.5"," ","R","15","    64.0"," ","R","15","    45.1"," ","R","15","    18.9"," ","R","15","     8.9"," ","R","15","     9.9"," ","R","15","     9.5"," ","R","15","     7.6"," ","R","15","    11.0"," ","R","15","     0.2"," ","R","15","     0.5"," ","R","15","     1.6"," ","R","15","     3.7"," ","R","15","     4.9"," ","R","15","     7.0"," ","R","15","     0.5"," ","R","15","    14.7"," ","R","15","    10.1"," ","R","15","     6.1"," ","R","15","     3.2"," ","R","15","     2.4"," ","R","15","     1.5"," ","R","15","     0.1"," ","R","15","     0.0","X","R","15","     0.5"," ","R","15","    14.7"," ","R","15","    10.1"," ","R","15","     6.1"," ","R","15","     3.2"," ","R","15","     2.4"," ","R","15","     1.5"," ","R","15","     0.1"," ","R","15","     0.0","X","R","15","     9.5"," ","R","15","     8.2"," ","R","15","    33.6"," ","S","15","    19.3"," ","S","15","    11.8"," ","S","15","     8.3"," ","S","15","     3.0"," ","S","15","     0.7"," ","S","15","     0.2"," ","S","15","     0.0"," ","S","15","    0.04"," ","S","15","    0.13"," ","S","15","    0.46"," ","S","15","    2.40"," ","S","15","    2.40"," ","S","15"
"USW00012918","01-20"," 29.6381"," -95.2819","  13.4","HOUSTON HOBBY AP, TX US","01","20","99","    54.6"," ","R","15","    64.1"," ","R","15","    45.2"," ","R","15","    18.9"," ","R","15","     8.9"," ","R","15","     9.9"," ","R","15","     9.5"," ","R","15","     7.6"," ","R","15","    10.9"," ","R","15","     0.2"," ","R","15","     0.5"," ","R","15","     1.5"," ","R","15","     3.6"," ","R","15","     4.7"," ","R","15","     6.9"," ","R","15","     0.5"," ","R","15","    14.8"," ","R","15","    10.1"," ","R","15","     6.1"," ","R","15","     3.2"," ","R","15","     2.4"," ","R","15","     1.5"," ","R","15","     0.1"," ","R","15","     0.0","X","R","15","     0.5"," ","R","15","    14.8"," ","R","15","    10.1"," ","R","15","     6.1"," ","R","15","     3.2"," ","R","15","     2.4"," ","R","15","     1.5"," ","R","15","     0.1"," ","R","15","     0.0","X","R","15","     9.5"," ","R","15","     8.2"," ","R","15","    33.5"," ","S","15","    19.2"," ","S","15","    11.7"," ","S","15","     8.3"," ","S","15","     3.0"," ","S","15","     0.7"," ","S","15","     0.2"," ","S","15","     0.0"," ","S","15","    0.04"," ","S","15","    0.13"," ","S","15","    0.46"," ","S","15","    2.51"," ","S","15","    2.51"," ","S","15"
"USW00012918","01-21"," 29.6381"," -95.2819","  13.4","HOUSTON HOBBY AP, TX US","01","21","99","    54.7"," ","R","15","    64.2"," ","R","15","    45.2"," ","R","15","    18.9"," ","R","15","     8.9"," ","R","15","     9.9"," ","R","15","     9.5"," ","R","15","     7.7"," ","R","15","    10.7"," ","R","15","     0.2"," ","R","15","     0.5"," ","R","15","     1.4"," ","R","15","     3.5"," ","R","15","     4.6"," ","R","15","     6.7"," ","R","15","     0.4"," ","R","15","    14.9"," ","R","15","    10.2"," ","R","15","     6.1"," ","R","15","     3.2"," ","R","15","     2.3"," ","R","15","     1.4"," ","R","15","     0.1"," ","R","15","     0.0","X","R","15","     0.4"," ","R","15","    14.9"," ","R","15","    10.2"," ","R","15","     6.1"," ","R","15","     3.2"," ","R","15","     2.3"," ","R","15","     1.4"," ","R","15","     0.1"," ","R","15","     0.0","X","R","15","     9.5"," ","R","15","     8.3"," ","R","15","    33.3"," ","S","15","    19.2"," ","S","15","    11.7"," ","S","15","     8.2"," ","S","15","     3.0"," ","S","15","     0.7"," ","S","15","     0.2"," ","S","15","     0.0"," ","S","15","    0.04"," ","S","15","    0.13"," ","S","15","    0.46"," ","S","15","    2.63"," ","S","15","    2.63"," ","S","15"
"USW00012918","01-22"," 29.6381"," -95.2819","  13.4","HOUSTON HOBBY AP, TX US","01","22","99","    54.8"," ","R","15","    64.3"," ","R","15","    45.3"," ","R","15","    18.9"," ","R","15","     8.9"," ","R","15","     9.9"," ","R","15","     9.5"," ","R","15","     7.7"," ","R","15","    10.6"," ","R","15","     0.2"," ","R","15","     0.5"," ","R","15","     1.4"," ","R","15","     3.4"," ","R","15","     4.5"," ","R","15","     6.6"," ","R","15","     0.4"," ","R","15","    15.0"," ","R","15","    10.3"," ","R","15","     6.2"," ","R","15","     3.2"," ","R","15","     2.3"," ","R","15","     1.4"," ","R","15","     0.1"," ","R","15","     0.0","X","R","15","     0.4"," ","R","15","    15.0"," ","R","15","    10.3"," ","R","15","     6.2"," ","R","15","     3.2"," ","R","15","     2.3"," ","R","15","     1.4"," ","R","15","     0.1"," ","R","15","     0.0","X","R","15","     9.5"," ","R","15","     8.3"," ","R","15","    33.1"," ","S","15","    19.0"," ","S","15","    11.6"," ","S","15","     8.1"," ","S","15","     2.9"," ","S","15","     0.7"," ","S","15","     0.2"," ","S","15","     0.0"," ","S","15","    0.04"," ","S","15","    0.13"," ","S","15","    0.45"," ","S","15","    2.75"," ","S","15","    2.75"," ","S","15"
"USW00012918","01-23"," 29.6381"," -95.2819","  13.4","HOUSTON HOBBY AP, TX US","01","23","99","    54.9"," ","R","15","    64.4"," ","R","15","    45.4"," ","R","15","    18.9"," ","R","15","     8.9"," ","R","15","     9.9"," ","R","15","     9.5"," ","R","15","     7.7"," ","R","15","    10.5"," ","R","15","     0.2"," ","R","15","     0.5"," ","R","15","     1.4"," ","R","15","     3.3"," ","R","15","     4.4"," ","R","15","     6.5"," ","R","15","     0.4"," ","R","15","    15.1"," ","R","15","    10.4"," ","R","15","     6.3"," ","R","15","     3.2"," ","R","15","     2.3"," ","R","15","     1.4"," ","R","15","     0.0","X","R","15","     0.0","X","R","15","     0.4"," ","R","15","    15.1"," ","R","15","    10.4"," ","R","15","     6.3"," ","R","15","     3.2"," ","R","15","     2.3"," ","R","15","     1.4"," ","R","15","     0.0","X","R","15","     0.0","X","R","15","     9.6"," ","R","15","     8.3"," ","R","15","    32.9"," ","S","15","    19.0"," ","S","15","    11.5"," ","S","15","     8.0"," ","S","15","     2.9"," ","S","15","     0.7"," ","S","15","     0.2"," ","S","15","     0.0"," ","S","15","    0.04"," ","S","15","    0.13"," ","S","15","    0.45"," ","S","15","    2.86"," ","S","15","    2.86"," ","S","15"
"USW00012918","01-24"," 29.6381"," -95.2819","  13.4","HOUSTON HOBBY AP, TX US","01","24","99","    55.0"," ","R","15","    64.5"," ","R","15","    45.5"," ","R","15","    19.0"," ","R","15","     8.9"," ","R","15","     9.9"," ","R","15","     9.5"," ","R","15","     7.7"," ","R","15","    10.3"," ","R","15","     0.2"," ","R","15","     0.5"," ","R","15","     1.3"," ","R","15","     3.2"," ","R","15","     4.3"," ","R","15","     6.4"," ","R","15","     0.3"," ","R","15","    15.2"," ","R","15","    10.5"," ","R","15","     6.3"," ","R","15","     3.2"," ","R","15","     2.3"," ","R","15","     1.4"," ","R","15","     0.0","X","R","15","     0.0","X","R","15","     0.3"," ","R","15","    15.2"," ","R","15","    10.5"," ","R","15","     6.3"," ","R","15","     3.2"," ","R","15","     2.3"," ","R","15","     1.4"," ","R","15","     0.0","X","R","15","     0.0","X","R","15","     9.6"," ","R","15","     8.4"," ","R","15","    32.7"," ","S","15","    18.8"," ","S","15","    11.4"," ","S","15","     7.9"," ","S","15","     2.8"," ","S","15","     0.7"," ","S","15","     0.1"," ","S","15","     0.0"," ","S","15","    0.04"," ","S","15","    0.14"," ","S","15","    0.45"," ","S","15","    2.96"," ","S","15","    2.96"," ","S","15"
"USW00012918","01-25"," 29.6381"," -95.2819","  13.4","HOUSTON HOBBY AP, TX US","01","25","99","    55.1"," ","R","15","    64.6"," ","R","15","    45.6"," ","R","15","    19.0"," ","R","15","     8.9"," ","R","15","     9.9"," ","R","15","     9.5"," ","R","15","     7.7"," ","R","15","    10.2"," ","R","15","     0.1"," ","R","15","     0.4"," ","R","15","     1.3"," ","R","15","     3.1"," ","R","15","     4.2"," ","R","15","     6.2"," ","R","15","     0.3"," ","R","15","    15.2"," ","R","15","    10.5"," ","R","15","     6.4"," ","R","15","     3.2"," ","R","15","     2.3"," ","R","15","     1.4"," ","R","15","     0.0","X","R","15","     0.0","X","R","15","     0.3"," ","R","15","    15.2"," ","R","15","    10.5"," ","R","15","     6.4"," ","R","15","     3.2"," ","R","15","     2.3"," ","R","15","     1.4"," ","R","15","     0.0","X","R","15","     0.0","X","R","15","     9.7"," ","R","15","     8.4"," ","R","15","    32.5"," ","S","15","    18.7"," ","S","15","    11.2"," ","S","15","     7.7"," ","S","15","     2.7"," ","S","15","     0.7"," ","S","15","     0.1"," ","S","15","     0.0"," ","S","15","    0.04"," ","S","15","    0.13"," ","S","15","    0.44"," ","S","15","    3.06"," ","S","15","    3.06"," ","S","15"
"USW00012918","01-26"," 29.6381"," -95.2819","  13.4","HOUSTON HOBBY AP, TX US","01","26","99","    55.2"," ","R","15","    64.7"," ","R","15","    45.8"," ","R","15","    19.0"," ","R","15","     8.9"," ","R","15","     9.9"," ","R","15","     9.5"," ","R","15","     7.7"," ","R","15","    10.1"," ","R","15","     0.1"," ","R","15","     0.4"," ","R","15","     1.3"," ","R","15","     3.1"," ","R","15","     4.2"," ","R","15","     6.2"," ","R","15","     0.3"," ","R","15","    15.4"," ","R","15","    10.7"," ","R","15","     6.5"," ","R","15","     3.3"," ","R","15","     2.4"," ","R","15","     1.4"," ","R","15","     0.0","X","R","15","     0.0","X","R","15","     0.3"," ","R","15","    15.4"," ","R","15","    10.7"," ","R","15","     6.5"," ","R","15","     3.3"," ","R","15","     2.4"," ","R","15","     1.4"," ","R","15","     0.0","X","R","15","     0.0","X","R","15","     9.7"," ","R","15","     8.5"," ","R","15","    32.4"," ","S","15","    18.6"," ","S","15","    11.1"," ","S","15","     7.6"," ","S","15","     2.7"," ","S","15","     0.7"," ","S","15","     0.1"," ","S","15","     0.0"," ","S","15","    0.04"," ","S","15","    0.13"," ","S","15","    0.44"," ","S","15","    3.16"," ","S","15","    3.16"," ","S","15"
